pid,A,Y,X
1642,0.0,-1.2248,-0.4031
1643,1.0,3.9031,1.572
1644,1.0,4.145,1.1717
1645,0.0,1.9063,1.2377
1646,0.0,-0.2346,0.251
1647,1.0,4.9578,1.8507
1648,0.0,-2.3067,0.1005
1649,1.0,1.8882,-0.8812
1650,0.0,0.072,-0.0459
1651,0.0,-0.3189,0.3952
1652,1.0,2.4634,-0.73
1653,1.0,2.6398,-0.35
1654,0.0,1.5291,1.0893
1655,1.0,2.3702,0.5147
1656,0.0,-0.9908,-1.0844
1657,1.0,1.687,0.4416
1658,1.0,6.3345,1.5651
1659,0.0,-0.7916,-1.5324
1660,1.0,2.1521,0.4232
1661,1.0,1.4763,0.3309
1662,1.0,1.1856,-0.1393
1663,1.0,3.6158,1.5505
1664,1.0,4.5208,1.1364
1665,1.0,2.0841,1.7485
1666,0.0,0.8334,1.1396
1667,0.0,-0.3713,-0.9211
1668,1.0,1.0715,-0.0633
1669,1.0,1.9448,0.7037
1670,1.0,1.3396,0.4093
1671,1.0,0.9901,-0.3261
1672,0.0,-1.3568,-0.0658
1673,0.0,-2.395,-0.8528
1674,0.0,-0.6277,-0.3422
1675,1.0,3.5179,0.7955
1676,0.0,-3.8787,-2.7706
1677,0.0,-2.0422,-0.2283
1678,1.0,3.8205,0.624
1679,1.0,2.3872,0.8038
1680,1.0,1.9107,-0.4888
1681,0.0,-1.039,-0.4486
1682,0.0,1.2365,0.4095
1683,1.0,4.3693,1.5725
1684,1.0,0.292,-0.8495
1685,0.0,4.4339,2.1681
1686,1.0,4.5458,0.4339
1687,0.0,2.7436,-0.5709
1688,1.0,0.3601,-0.0754
1689,1.0,1.91,-0.8831
1690,1.0,1.8745,0.2413
1691,1.0,3.2272,1.0024
1692,1.0,-0.3879,-0.1905
1693,1.0,0.4569,0.373
1694,1.0,3.0588,-0.1935
1695,0.0,0.1803,0.0678
1696,0.0,-1.436,-0.914
1697,1.0,-0.3324,-0.3947
1698,1.0,2.5679,1.5294
1699,1.0,2.2952,0.144
1700,0.0,-0.4578,-1.1822
1701,0.0,-3.0362,-2.205
1702,1.0,5.2013,1.3783
1703,1.0,3.0857,0.6979
1704,0.0,-2.5866,-1.4717
1705,1.0,2.5826,0.101
1706,1.0,5.8592,1.8017
1707,1.0,4.3332,-0.3927
1708,0.0,-1.7846,-0.918
1709,0.0,-0.9823,-0.0587
1710,0.0,2.4173,1.6729
1711,1.0,3.6615,-0.0199
1712,1.0,1.2046,0.5214
1713,0.0,-0.4514,-1.2984
1714,1.0,3.0637,1.4846
1715,1.0,0.7162,0.78
1716,1.0,1.807,-0.0325
1717,0.0,0.9878,1.2221
1718,0.0,0.0733,-0.3582
1719,0.0,0.5017,-0.2923
1720,0.0,1.3448,0.5752
1721,0.0,-0.3366,-1.1901
1722,0.0,-1.1649,-2.523
1723,1.0,5.5768,2.5367
1724,0.0,-1.0979,-0.7403
1725,1.0,3.8606,1.0028
1726,1.0,2.6162,1.0565
1727,0.0,2.9528,1.1469
1728,0.0,-1.3326,-1.1475
1729,1.0,4.7404,0.9541
1730,1.0,0.5675,-2.0177
1731,1.0,4.0647,1.3534
1732,1.0,1.6545,0.1782
1733,1.0,3.2027,0.0695
1734,0.0,-0.9314,-0.3516
1735,1.0,3.2585,1.6002
1736,1.0,0.3989,-1.2993
1737,1.0,6.0102,2.584
1738,0.0,-1.1396,-0.4217
1739,0.0,-1.5868,-0.9955
1740,1.0,2.0488,-0.2988
1741,1.0,4.1196,1.5138
1742,0.0,0.1189,0.2559
1743,1.0,4.278,1.6502
1744,0.0,-0.486,0.7277
1745,1.0,2.1119,1.8846
1746,0.0,1.6476,0.0412
1747,1.0,3.7036,-0.1756
1748,0.0,-2.1131,-1.7441
1749,0.0,-2.0497,-0.3044
1750,0.0,-0.7304,-0.2205
1751,1.0,2.8384,0.6502
1752,1.0,6.4937,1.5303
1753,0.0,-1.0023,-0.5959
1754,0.0,-0.3841,-0.507
1755,0.0,-2.959,-1.2662
1756,0.0,-2.0503,-1.4639
1757,0.0,1.0796,-0.0322
1758,1.0,2.6459,1.5181
1759,0.0,-2.5635,-1.3977
1760,1.0,2.0283,0.1473
1761,0.0,0.831,1.1579
1762,0.0,-1.6362,-1.5726
1763,1.0,2.5811,-0.5231
1764,1.0,0.7977,-1.4181
1765,0.0,-0.4425,0.2318
1766,1.0,1.6194,-0.11
1767,1.0,2.9217,-0.2659
1768,1.0,0.3367,-0.4182
1769,1.0,0.5936,-0.6237
1770,1.0,2.2975,-0.7487
1771,1.0,3.8102,0.9229
1772,0.0,0.6129,-0.904
1773,0.0,-0.7178,-0.6183
1774,0.0,-0.7344,-1.306
1775,0.0,0.8256,-0.3292
1776,1.0,1.0786,-0.4146
1777,1.0,1.6007,-0.4866
1778,1.0,2.9035,0.389
1779,0.0,-0.0411,-0.3333
1780,1.0,4.4191,1.6942
1781,0.0,0.2312,-1.1168
1782,1.0,4.3353,0.7325
1783,0.0,-2.7734,-0.9008
1784,0.0,-4.4212,-1.8611
1785,0.0,-1.1203,-1.578
1786,1.0,2.796,0.675
1787,1.0,4.1065,1.3175
1788,0.0,-0.4646,-0.959
1789,1.0,-0.0502,-0.9997
1790,1.0,1.942,-0.0412
1791,0.0,-1.4089,-0.7681
1792,0.0,1.6772,0.5825
1793,1.0,3.1858,1.3487
1794,1.0,1.8138,0.3701
1795,1.0,2.1548,-0.3938
1796,0.0,-4.3313,-1.6154
1797,0.0,0.5045,-0.1381
1798,1.0,2.4434,0.9319
1799,0.0,-2.3348,-1.5033
1800,1.0,2.8564,1.432
1801,1.0,2.0121,0.793
1802,0.0,-1.3332,-0.9534
1803,0.0,-0.3485,-1.0056
1804,0.0,1.9252,-0.4325
1805,0.0,2.8537,1.0573
1806,1.0,3.4332,0.2523
1807,0.0,0.1323,-0.5013
1808,0.0,-0.0754,0.2331
1809,0.0,-2.7145,-1.2678
1810,1.0,3.0263,-0.0169
1811,0.0,-1.9536,-0.8789
1812,0.0,2.5075,1.0552
1813,0.0,-3.0204,-1.8052
1814,0.0,1.3414,0.1753
1815,1.0,5.8908,2.1207
1816,0.0,1.535,-0.1848
1817,0.0,0.8364,-0.3837
1818,0.0,0.5421,0.2702
1819,1.0,3.5855,1.3425
1820,1.0,4.2761,0.8881
1821,0.0,-1.9415,-0.3399
1822,0.0,-0.5673,-0.7326
1823,1.0,0.5355,-1.2416
1824,1.0,2.8887,-0.0803
1825,0.0,-2.647,-0.7541
1826,0.0,0.3815,0.0635
1827,0.0,-0.6129,-0.3103
1828,0.0,-2.1008,-1.635
1829,0.0,-2.3783,-1.4637
1830,1.0,0.8707,-1.0126
1831,1.0,3.2193,-0.0284
1832,0.0,-0.1518,-0.6313
1833,0.0,-1.4252,-1.3039
1834,0.0,-1.426,-0.6185
1835,1.0,1.2484,-0.8081
1836,1.0,4.5708,2.0806
1837,0.0,-1.0319,1.0299
1838,0.0,0.228,-0.3099
1839,0.0,-2.5262,-1.4227
1840,1.0,1.0441,-0.5354
1841,0.0,0.4571,0.3153
1842,1.0,4.1654,1.2774
1843,0.0,-0.2732,-0.0721
1844,0.0,1.3724,1.2094
1845,0.0,0.3236,0.9536
1846,0.0,-0.4502,-0.9638
1847,0.0,-0.483,-2.0664
1848,1.0,0.8147,-0.7081
1849,1.0,3.2884,0.83
1850,0.0,-1.4151,-1.6743
1851,1.0,3.1997,0.44
1852,1.0,4.414,1.0792
1853,1.0,2.385,0.4251
1854,1.0,2.0139,1.1223
1855,1.0,1.5555,0.1662
1856,0.0,0.7359,0.5663
1857,0.0,-1.5002,0.1682
1858,1.0,2.1565,0.1468
1859,0.0,0.3876,0.5309
1860,0.0,-0.0114,-1.1334
1861,1.0,0.256,-0.805
1862,1.0,4.1626,1.7687
1863,0.0,0.0944,-0.4438
1864,0.0,-1.3583,-0.2153
1865,0.0,-0.6954,-1.1127
1866,0.0,-1.5824,-1.2067
1867,1.0,-0.1327,-0.3198
1868,0.0,-3.8276,-1.9933
1869,0.0,0.3205,1.0276
1870,1.0,3.5264,0.3633
1871,1.0,2.9266,0.2389
1872,0.0,-0.5607,0.2782
1873,0.0,0.208,0.0904
1874,1.0,4.6175,1.2042
1875,1.0,0.2893,-0.902
1876,0.0,-3.9787,-1.6287
1877,0.0,-4.2624,-2.3302
1878,1.0,3.4055,1.6344
1879,1.0,2.4433,0.8095
1880,0.0,-0.6297,0.3135
1881,0.0,-1.1495,-0.1188
1882,0.0,-3.1108,-1.0403
1883,1.0,3.413,0.1544
1884,1.0,2.0089,-1.1893
1885,1.0,4.6115,0.1364
1886,1.0,4.6513,1.4225
1887,0.0,-0.1511,-0.1639
1888,1.0,3.0309,0.3193
1889,1.0,0.5656,0.075
1890,0.0,-2.3905,-2.2946
1891,1.0,2.4873,0.183
1892,1.0,4.0306,-0.0695
1893,0.0,1.7083,1.2865
1894,0.0,-0.3618,1.0016
1895,1.0,1.1732,0.3173
1896,1.0,3.1081,0.965
1897,1.0,1.1013,-0.2028
1898,1.0,3.6428,1.0733
1899,1.0,2.9678,-0.3171
1900,1.0,3.99,1.3305
1901,0.0,-1.0561,-1.7782
1902,0.0,1.1487,0.9021
1903,1.0,1.2697,-0.1518
1904,0.0,-1.3265,-1.0452
1905,1.0,1.0148,-0.7885
1906,1.0,1.0881,-0.7058
1907,1.0,2.9134,1.0218
1908,1.0,4.3525,1.542
1909,1.0,0.8825,-0.413
1910,0.0,1.1119,0.4028
1911,1.0,2.785,0.1778
1912,0.0,-2.575,-1.8351
1913,0.0,-2.3837,-1.6028
1914,0.0,-1.958,-0.6332
1915,1.0,3.3523,0.2394
1916,1.0,0.4225,-0.5123
1917,0.0,0.2092,-0.3246
1918,0.0,-2.9284,-1.6565
1919,1.0,2.3864,0.6702
1920,0.0,0.3313,-0.2682
1921,1.0,4.2189,1.349
1922,0.0,1.3308,0.3417
1923,1.0,1.3273,-0.3726
1924,0.0,-1.1577,0.4425
1925,0.0,0.6418,-0.6378
1926,1.0,3.2971,0.7864
1927,0.0,-0.0561,0.0027
1928,0.0,-0.0028,-0.6498
1929,0.0,-0.7121,-1.4047
1930,1.0,3.2791,1.177
1931,0.0,-0.7613,-1.3224
1932,0.0,0.3287,-0.0151
1933,0.0,0.8651,0.2695
1934,0.0,0.9025,0.2874
1935,0.0,0.6409,0.5909
1936,0.0,1.2555,0.1042
1937,0.0,1.5124,0.5116
1938,1.0,2.3793,0.4881
1939,1.0,1.8128,-0.1402
1940,0.0,2.1181,0.5613
1941,1.0,2.0404,0.4962
1942,1.0,2.4551,0.9046
1943,0.0,0.3091,1.3679
1944,0.0,-0.9974,-0.9018
1945,0.0,1.8948,0.5927
1946,1.0,3.0816,0.7694
1947,0.0,-3.6468,-1.3871
1948,1.0,0.3719,-0.2721
1949,0.0,-0.9324,-0.3126
1950,1.0,4.6523,1.3392
1951,0.0,-0.0736,-0.0269
1952,0.0,-0.5065,-0.2448
1953,1.0,0.6109,-0.8531
1954,1.0,1.9158,-0.0296
1955,0.0,-2.5649,-1.4504
1956,0.0,-3.2107,-2.4583
1957,0.0,-0.2345,-0.845
1958,1.0,1.491,-0.604
1959,0.0,-1.1354,-0.3204
1960,1.0,1.1755,-0.4377
1961,0.0,-0.5612,-1.1637
1962,0.0,2.78,1.2881
1963,0.0,2.6924,1.9813
1964,1.0,1.2014,-0.7511
1965,0.0,-1.4691,-0.9685
1966,1.0,1.708,0.1955
1967,1.0,-0.5862,-0.7675
1968,1.0,3.6363,1.5009
1969,0.0,-1.7235,-0.213
1970,0.0,2.7567,0.4229
1971,0.0,2.0114,1.3431
1972,1.0,3.0713,0.3167
1973,0.0,-0.0875,-0.0628
1974,1.0,2.6459,0.3851
1975,0.0,0.3575,0.1955
1976,1.0,3.3502,-0.0507
1977,0.0,-0.9426,0.5251
1978,0.0,0.1368,0.043
1979,1.0,1.9193,-0.7419
1980,1.0,4.344,1.3604
1981,1.0,2.5056,0.3835
1982,0.0,0.0059,0.3334
1983,1.0,3.0871,0.7246
1984,0.0,-2.564,-0.3098
1985,1.0,2.1615,-0.082
1986,0.0,1.2535,-0.0105
1987,1.0,0.1945,-0.2233
1988,0.0,-4.3311,-1.6817
1989,0.0,-1.686,0.525
1990,1.0,1.7579,0.6419
1991,0.0,1.5279,1.1537
1992,0.0,0.693,-0.236
1993,1.0,4.5143,1.5996
1994,0.0,-1.1257,-1.279
1995,1.0,2.2235,-0.082
1996,1.0,4.2559,1.8288
1997,0.0,-1.5043,-0.1993
1998,0.0,0.628,0.6531
1999,1.0,2.2982,0.8368
2000,1.0,1.6978,0.3194
2001,0.0,-2.1556,-1.9286
2002,1.0,3.2003,0.3102
2003,1.0,2.3276,-0.3012
2004,1.0,3.2276,0.9059
2005,0.0,-0.3767,-0.0327
2006,1.0,0.023,-1.7951
2007,0.0,-1.0968,1.0346
2008,1.0,-0.2239,-1.5977
2009,0.0,-0.8332,-0.6505
2010,0.0,-3.8585,-2.1457
2011,1.0,0.2698,-0.5668
2012,1.0,2.8876,1.0954
2013,1.0,2.5667,0.8831
2014,1.0,1.8126,0.2657
2015,1.0,1.9259,-0.2222
2016,1.0,1.8889,-0.6225
2017,1.0,6.1362,1.8559
2018,1.0,3.5469,-0.027
2019,0.0,1.3835,0.5631
2020,0.0,-0.5563,-0.7343
2021,1.0,5.6602,2.0845
2022,0.0,0.3597,-1.0974
2023,1.0,1.7486,-0.3178
2024,0.0,1.2121,0.7172
2025,1.0,1.8481,0.5031
2026,0.0,-0.207,-0.694
2027,1.0,2.887,1.8722
2028,0.0,0.9348,-0.0803
2029,0.0,1.0127,-0.8227
2030,0.0,-0.1817,-0.0614
2031,0.0,-1.8828,-1.1632
2032,0.0,-1.8814,-0.5527
2033,1.0,1.5228,-0.7419
2034,0.0,0.307,-1.757
2035,0.0,-2.6805,-1.9932
2036,0.0,-0.933,-0.7435
2037,0.0,1.9336,0.2682
2038,0.0,1.3646,-0.7281
2039,0.0,0.6071,0.1453
2040,0.0,-0.1643,0.4929
2041,0.0,-0.0784,-0.4193
2042,1.0,2.4139,-0.4447
2043,1.0,4.2104,0.0831
2044,1.0,2.5879,0.4234
2045,1.0,2.7281,0.2092
2046,1.0,1.4064,-0.1068
2047,0.0,0.533,0.8213
2048,1.0,4.5492,1.8039
2049,0.0,0.7618,0.9905
2050,1.0,1.3359,-0.2334
2051,0.0,-0.6575,-0.7348
2052,1.0,-0.1888,-0.8559
2053,0.0,-0.533,-1.3773
2054,0.0,-2.6624,-0.948
2055,0.0,-2.2181,-0.8391
2056,0.0,0.5334,0.7525
2057,1.0,1.3221,-0.1255
2058,0.0,-1.0816,-0.3806
2059,0.0,-0.9322,-0.2778
2060,1.0,5.1309,2.4639
2061,0.0,-2.2173,-1.7455
2062,1.0,1.4248,0.4858
2063,0.0,0.4311,0.0035
2064,0.0,0.1326,0.3127
2065,0.0,-2.133,-0.7054
2066,1.0,2.1141,-0.103
2067,1.0,0.8892,0.2688
2068,1.0,2.376,0.0939
2069,0.0,-0.9107,-0.4076
2070,0.0,2.701,1.1919
2071,0.0,-3.5594,-1.4737
2072,1.0,1.6882,1.118
2073,0.0,-1.7513,-0.7206
2074,0.0,1.7654,0.0051
2075,0.0,0.9128,-0.606
2076,0.0,-1.3304,-0.8219
2077,1.0,2.8418,1.0166
2078,1.0,1.4552,-0.133
2079,1.0,3.3634,1.3144
2080,1.0,1.9099,0.3972
2081,0.0,-0.8162,-0.2516
2082,1.0,2.6489,-0.1458
2083,0.0,0.1685,0.1463
2084,0.0,1.7671,1.4605
2085,0.0,0.8092,0.3496
2086,0.0,-0.9338,-1.206
2087,0.0,-2.0324,-0.3168
2088,1.0,6.0477,3.2604
2089,1.0,1.1847,-0.341
2090,0.0,-0.2652,-1.0025
2091,1.0,1.4065,-0.0095
2092,1.0,1.3951,-0.4357
2093,0.0,-1.0331,-0.7906
2094,0.0,-0.976,-0.8362
2095,0.0,0.206,0.2562
2096,1.0,3.8013,0.5659
2097,0.0,2.3844,0.2366
2098,1.0,4.0777,1.6894
2099,1.0,2.0777,0.353
2100,1.0,3.1331,0.376
2101,0.0,1.0219,-0.0102
2102,0.0,2.6752,1.6443
2103,1.0,3.8084,0.7939
2104,0.0,1.5135,0.3059
2105,1.0,2.6429,0.2521
2106,0.0,1.7966,0.405
2107,1.0,2.9954,-0.1392
2108,0.0,-0.7477,0.0222
2109,0.0,-0.3562,-1.2772
2110,0.0,1.0751,-0.3327
2111,0.0,0.6633,-0.5321
2112,0.0,-2.2924,-1.2743
2113,0.0,-1.5119,-1.0808
2114,0.0,0.8022,1.0067
2115,0.0,-1.7887,-0.4229
2116,1.0,1.72,-0.2647
2117,0.0,-2.6994,-1.7561
2118,0.0,0.0758,-0.5608
2119,0.0,-0.0918,-0.7926
2120,0.0,-2.4895,-1.0648
2121,1.0,2.0712,0.2632
2122,0.0,-1.0286,-0.3155
2123,0.0,-1.44,0.4861
2124,0.0,-0.4752,-0.5015
2125,1.0,3.3684,0.9599
2126,1.0,0.4139,-0.7509
2127,1.0,0.1183,-0.815
2128,1.0,0.7618,-0.554
2129,0.0,0.4562,-0.9644
2130,1.0,2.6953,0.9146
2131,1.0,1.4235,-0.0766
2132,0.0,-0.7911,-0.5354
2133,1.0,0.7199,-0.2741
2134,1.0,2.2788,-0.3035
2135,1.0,5.7058,2.4359
2136,0.0,-0.7279,-0.8882
2137,1.0,3.6679,1.2414
2138,0.0,-0.7422,0.2804
2139,1.0,2.3462,-0.6766
2140,1.0,1.877,-0.621
2141,1.0,2.6895,0.3905
2142,1.0,0.1746,-0.2536
2143,1.0,1.6609,0.9608
2144,1.0,2.7562,0.3935
2145,0.0,-0.1249,-0.5693
2146,0.0,-0.3652,0.6035
2147,0.0,0.14,0.5325
2148,0.0,1.0206,0.6803
2149,1.0,1.4402,-1.0746
2150,0.0,-0.1234,0.2928
2151,1.0,3.9542,0.6337
2152,1.0,4.3409,1.4514
2153,1.0,1.1803,-0.6139
2154,0.0,2.1447,0.1056
2155,0.0,0.4749,0.7464
2156,1.0,-0.6267,-0.2512
2157,0.0,-0.6742,-0.4635
2158,1.0,1.1144,-0.2518
2159,1.0,2.6394,-0.1121
2160,1.0,0.1516,-0.4067
2161,1.0,4.1985,1.0587
2162,0.0,0.896,0.8208
2163,1.0,2.2697,1.1473
2164,1.0,2.7488,0.2464
2165,0.0,-0.0622,0.6618
2166,0.0,1.4487,0.8644
2167,1.0,4.2641,1.822
2168,1.0,6.6086,1.153
2169,1.0,-0.4431,-2.1626
2170,0.0,-1.1229,-0.8327
2171,1.0,1.5959,0.7797
2172,0.0,-0.4244,-0.7762
2173,0.0,0.3432,0.101
2174,0.0,-4.038,-2.4862
2175,1.0,0.3478,-0.6617
2176,1.0,2.9135,2.1986
2177,0.0,-1.8579,-2.5244
2178,0.0,-0.0295,0.2526
2179,0.0,2.6702,1.2441
2180,1.0,2.5733,-0.2027
2181,1.0,1.0027,0.3892
2182,0.0,-3.7363,-0.4998
2183,0.0,-1.5696,-0.8584
2184,1.0,4.4959,0.6297
2185,0.0,0.2639,0.1524
2186,1.0,3.6838,1.3472
2187,1.0,0.1741,-0.6249
2188,1.0,3.2881,-0.0558
2189,0.0,-1.3946,-1.7094
2190,1.0,0.0312,-1.9587
2191,1.0,0.646,-0.4463
2192,1.0,0.9602,1.4016
2193,1.0,2.3796,-0.1164
2194,1.0,4.4227,1.786
2195,0.0,-0.0139,0.1844
2196,0.0,2.1147,1.4537
2197,1.0,1.1394,0.7946
2198,1.0,2.6566,0.5322
2199,0.0,0.0702,-0.6007
2200,1.0,6.0396,2.265
2201,1.0,2.2525,0.0435
2202,1.0,1.6573,-0.1871
2203,0.0,0.2239,1.1422
2204,0.0,-3.4657,-0.8989
2205,1.0,2.2715,0.2187
2206,1.0,1.9543,-0.0009
2207,1.0,3.2503,0.8873
2208,1.0,1.9001,0.0142
2209,1.0,3.6821,1.4193
2210,0.0,0.3562,-0.3246
2211,1.0,3.6459,0.2934
2212,0.0,1.6873,1.2189
2213,0.0,-0.7016,-0.0177
2214,0.0,-0.7024,-0.2034
2215,1.0,-0.2731,-0.6475
2216,0.0,0.5423,-0.507
2217,0.0,0.6551,1.5444
2218,1.0,3.4824,1.4418
2219,1.0,6.2814,0.8521
2220,1.0,2.7418,1.0793
2221,0.0,2.5413,0.8101
2222,0.0,-0.1611,-0.5906
2223,1.0,1.9634,-0.2439
2224,0.0,-0.454,0.0125
2225,1.0,0.1025,-1.2213
2226,0.0,1.4067,0.8607
2227,1.0,3.6388,1.5561
2228,0.0,-0.5256,-1.0076
2229,0.0,-0.8011,-0.7476
2230,0.0,-3.3797,-1.3726
2231,0.0,-1.8556,-0.3727
2232,1.0,-1.1718,-0.0242
2233,1.0,3.2427,0.9859
2234,0.0,-1.7699,-1.1259
2235,0.0,0.2748,0.1335
2236,0.0,1.1232,0.8758
2237,0.0,-2.9368,-1.1251
2238,0.0,1.1781,-0.1214
2239,0.0,-1.0627,-2.0234
2240,0.0,0.9845,-0.4532
2241,1.0,3.1785,2.3974
2242,0.0,1.2771,0.6188
2243,0.0,-3.0573,-0.6624
2244,0.0,-1.3361,-0.5036
2245,1.0,3.3878,1.6097
2246,1.0,2.4325,1.1416
2247,1.0,2.7621,0.8773
2248,1.0,-0.3708,-1.6128
2249,0.0,1.4453,1.0102
2250,1.0,4.5701,0.8857
2251,0.0,-1.2659,-1.3977
2252,1.0,2.2523,0.4801
2253,0.0,2.0908,-0.4305
2254,0.0,-1.2414,-1.3258
2255,0.0,-1.6805,-1.6545
2256,0.0,2.0424,0.0989
2257,1.0,-0.2736,-1.4403
2258,0.0,0.8219,-0.9126
2259,1.0,2.4124,0.6654
2260,1.0,1.5972,0.1792
2261,1.0,5.3193,1.7439
2262,1.0,3.8195,1.0423
2263,0.0,1.2115,-0.2082
2264,0.0,-1.7944,-0.9141
2265,1.0,3.627,1.0062
2266,0.0,-1.0309,-1.0162
2267,1.0,3.8134,1.1475
2268,1.0,0.9451,-0.0792
2269,0.0,-4.6336,-1.611
2270,1.0,0.2153,-0.1132
2271,1.0,1.0547,-0.9662
2272,0.0,-1.9599,-0.5825
2273,0.0,0.7693,-0.0394
2274,0.0,2.7136,1.4943
2275,1.0,1.1249,0.41
2276,0.0,-2.6821,-2.116
2277,1.0,0.8417,0.4317
2278,0.0,-0.5425,-0.8534
2279,0.0,-1.5762,-0.5186
2280,0.0,0.4362,-0.838
2281,1.0,-0.6256,0.054
2282,0.0,-1.4302,-0.782
2283,0.0,-3.1901,-0.945
2284,0.0,2.2213,0.5486
2285,1.0,2.9953,1.2773
2286,0.0,-0.2759,-0.6247
2287,1.0,1.4239,0.3298
2288,1.0,3.0435,0.5294
2289,1.0,4.3831,0.4101
2290,0.0,-3.1229,-2.2404
2291,0.0,-3.4444,-1.5416
2292,1.0,2.6099,1.3325
2293,0.0,1.9107,1.3606
2294,0.0,-1.5116,-0.4287
2295,1.0,4.0801,0.6084
2296,1.0,1.2927,0.0857
2297,1.0,2.3096,0.184
2298,1.0,2.7431,0.1846
2299,0.0,0.4121,0.697
2300,1.0,3.046,0.9154
2301,1.0,2.5481,0.3629
2302,1.0,-1.0267,-1.9865
2303,1.0,0.1437,-0.6669
2304,1.0,2.6064,1.0908
2305,1.0,3.9634,0.5804
2306,1.0,3.178,0.6103
2307,1.0,3.7669,1.3874
2308,0.0,-2.7807,-1.9341
2309,1.0,3.4044,1.4131
2310,1.0,-0.0737,-0.7558
2311,1.0,2.0522,-0.2158
2312,0.0,-0.9248,-1.3975
2313,0.0,0.1301,1.4833
2314,1.0,3.7219,1.1646
2315,1.0,2.758,-0.1143
2316,0.0,-4.4532,-1.7288
2317,0.0,1.3253,-0.5303
2318,1.0,2.7343,0.0471
2319,0.0,-0.7422,-1.1504
2320,1.0,-0.2368,-0.8774
2321,0.0,0.1901,0.8498
2322,0.0,-2.7825,-0.4255
2323,0.0,0.5501,0.1394
2324,0.0,1.265,0.3143
2325,0.0,-4.6823,-2.6496
2326,1.0,1.4446,0.3845
2327,0.0,0.392,-0.3798
2328,1.0,0.5124,-0.8137
2329,0.0,-2.1476,-1.6589
2330,1.0,2.7611,-0.3816
2331,1.0,3.0517,0.1027
2332,1.0,2.5515,0.632
2333,0.0,-1.266,-0.4395
2334,0.0,-1.9156,-1.2787
2335,0.0,-2.1426,-0.943
2336,0.0,-1.5689,-0.607
2337,1.0,0.8005,0.2782
2338,1.0,4.3776,1.1196
2339,0.0,-1.9747,-0.9674
2340,0.0,-1.9544,-1.6278
2341,0.0,2.2489,1.8361
2342,1.0,1.8608,0.0622
2343,0.0,-2.758,-2.332
2344,0.0,-1.3594,-0.3689
2345,1.0,4.7397,1.061
2346,0.0,1.2246,0.9133
2347,1.0,3.0043,0.7812
2348,0.0,-1.8913,-2.556
2349,1.0,4.7446,1.5024
2350,1.0,5.2112,1.0733
2351,0.0,-3.282,-2.3577
2352,1.0,2.0749,-0.4806
2353,0.0,0.2918,-0.413
2354,0.0,-0.0235,-0.0581
2355,0.0,-0.6287,0.1188
2356,1.0,2.64,-0.1692
2357,0.0,-0.3742,0.4508
2358,0.0,2.1584,0.9725
2359,0.0,-3.5912,-2.2321
2360,1.0,2.2263,0.5504
2361,0.0,-1.9382,-1.8155
2362,0.0,-1.1874,0.4439
2363,1.0,2.186,0.3661
2364,1.0,3.0043,0.8427
2365,1.0,2.3774,0.0448
2366,0.0,-4.0291,-2.1146
2367,0.0,-1.0588,-0.1591
2368,0.0,-3.7,-1.8613
2369,1.0,2.5374,1.2023
2370,0.0,0.1664,-1.0777
2371,1.0,-1.0592,-1.2744
2372,0.0,-1.14,-0.6064
2373,0.0,-2.1506,-0.8779
2374,1.0,2.9289,0.9914
2375,1.0,3.5432,0.3738
2376,0.0,0.3162,-0.1013
2377,1.0,3.7063,1.1033
2378,1.0,4.3512,3.0403
2379,0.0,-1.5716,-0.7954
2380,1.0,0.6825,0.0406
2381,1.0,-0.9196,-1.0878
2382,1.0,2.2331,0.9141
2383,1.0,3.2411,1.216
2384,1.0,-0.6051,-1.5901
2385,1.0,3.8574,1.2023
2386,1.0,3.2255,-0.2251
2387,0.0,-1.4139,-1.5688
2388,1.0,2.0958,-1.2215
2389,0.0,-2.3286,-0.7517
2390,1.0,1.0478,0.104
2391,1.0,1.8243,0.3072
2392,1.0,1.5429,-0.62
2393,0.0,-0.6737,-0.6556
2394,1.0,2.0472,-0.0353
2395,0.0,-3.9363,-2.3998
2396,0.0,-0.5201,-0.6367
2397,1.0,2.577,0.8407
2398,0.0,1.6145,1.9295
2399,1.0,1.2644,-0.6317
2400,0.0,-2.4743,-0.7429
2401,0.0,-2.7794,-1.8166
2402,0.0,-2.1564,-2.0504
2403,1.0,2.2821,0.7413
2404,1.0,0.9092,-1.0697
2405,0.0,-0.0449,-0.3344
2406,0.0,0.197,-0.215
2407,1.0,1.1621,-0.8719
2408,1.0,2.2063,-0.4815
2409,0.0,-2.3278,-1.1215
2410,0.0,-2.176,-0.222
2411,0.0,-1.12,0.3123
2412,1.0,1.5958,0.1174
2413,1.0,4.4924,1.6194
2414,0.0,-1.0766,-0.675
2415,0.0,-0.9708,-0.2484
2416,0.0,-2.0416,-0.7567
2417,0.0,-0.981,-0.4522
2418,1.0,3.3172,0.9279
2419,0.0,-1.6153,-0.6565
2420,1.0,3.3014,-0.2348
2421,1.0,1.7092,0.3448
2422,0.0,-0.2375,0.0719
2423,0.0,-1.201,-0.5578
2424,0.0,-1.8453,-1.256
2425,0.0,0.796,-0.5915
2426,0.0,-2.9343,-1.8544
2427,0.0,-1.4867,-2.0215
2428,0.0,0.1381,0.1253
2429,1.0,0.7737,-0.4881
2430,1.0,4.4008,1.0313
2431,0.0,1.1199,0.4616
2432,1.0,0.882,-0.3235
