pid,A,Y,X,W,Z
4120,1.0,2.1093,-1.5162,1.3154,2.0149
4121,1.0,3.5785,2.2257,1.5386,0.1281
4122,0.0,-0.1576,0.6284,-0.8887,-1.0959
4123,1.0,2.7833,0.6837,-0.1445,2.6412
4124,1.0,3.7067,1.0123,0.21,1.8134
4125,0.0,-3.2599,0.4955,-2.801,-1.9314
4126,1.0,1.6936,0.6986,1.1546,0.7774
4127,0.0,-1.3088,-0.8137,-0.7195,-0.633
4128,1.0,1.5456,-0.5926,-0.4775,-0.5111
4129,0.0,-0.0116,-2.377,2.4611,-0.0408
4130,1.0,2.8064,-0.1321,1.6621,0.4546
4131,1.0,3.6593,0.2122,2.6544,1.9991
4132,0.0,-1.9259,-0.7006,-2.5966,-0.261
4133,0.0,-1.2193,-0.2238,-0.8924,0.3548
4134,1.0,2.2213,-0.5763,1.0446,-0.9239
4135,0.0,2.6837,1.3128,-0.3271,1.4896
4136,0.0,1.2409,-0.256,1.0926,-0.6843
4137,1.0,1.9404,0.1363,0.1739,-1.0461
4138,1.0,0.0744,-0.8891,-0.0257,0.163
4139,1.0,1.4698,-0.1719,0.5226,0.2105
4140,1.0,4.6867,0.0399,2.8478,4.1109
4141,1.0,0.1383,-0.1495,-2.1542,1.5048
4142,1.0,4.6105,0.43,-0.8412,1.5667
4143,1.0,1.8216,1.2607,2.1766,-0.7906
4144,0.0,-1.7686,0.1765,-2.5041,-1.263
4145,1.0,-1.051,1.1861,-3.4774,-1.9039
4146,1.0,1.7881,0.3291,-0.845,-1.1735
4147,0.0,1.5926,0.5381,0.2682,2.0197
4148,1.0,1.3446,1.0686,-0.1567,1.2619
4149,1.0,1.4114,1.7928,-0.0059,-1.1354
4150,0.0,-1.0011,-0.5634,0.8689,0.2812
4151,0.0,0.3776,-0.8997,-0.9086,0.042
4152,1.0,0.6321,-0.7607,0.1573,0.8816
4153,0.0,-0.1573,0.6858,-1.7511,-1.9809
4154,0.0,0.2018,-0.8084,-2.8693,-0.8767
4155,0.0,-4.3441,-0.3838,-2.2411,-0.1859
4156,1.0,1.4745,0.7377,0.5529,0.3668
4157,1.0,2.2484,0.2214,1.0448,0.537
4158,0.0,-1.7765,-1.6403,-0.9634,-1.8457
4159,0.0,-1.8713,0.2405,-1.7079,-0.5021
4160,1.0,0.6632,-0.124,-0.3767,0.021
4161,1.0,3.8144,2.5031,1.0118,0.6547
4162,1.0,4.3785,1.099,2.8269,2.3265
4163,0.0,-2.3008,-0.2198,-2.4741,-2.6192
4164,1.0,2.5073,0.6862,1.4475,-0.8585
4165,0.0,0.9899,-0.6673,-0.0076,1.108
4166,0.0,0.182,-0.087,0.1633,-0.9398
4167,1.0,-1.7309,-0.9751,-0.3803,0.4698
4168,0.0,0.0869,0.3246,0.2716,-2.1891
4169,0.0,-1.5318,1.249,-4.0479,-1.4196
4170,0.0,-0.7144,0.4686,1.443,-0.0767
4171,1.0,-0.1546,-1.8931,-0.1703,1.0331
4172,0.0,2.4239,0.4141,2.2974,-0.5438
4173,1.0,2.548,0.024,1.8108,-0.9211
4174,0.0,-3.6806,-1.8643,-1.817,-1.8937
4175,1.0,2.8675,0.66,-0.2188,0.5384
4176,0.0,-0.0627,-0.8611,0.8486,-0.4272
4177,1.0,-1.0458,0.0091,0.7914,-0.9796
4178,0.0,-1.5938,0.2085,1.0573,-1.0384
4179,0.0,-0.1965,0.447,-0.2072,0.3177
4180,1.0,2.1466,-0.269,-0.8909,0.0178
4181,0.0,-4.0498,-2.723,-3.247,-2.5584
4182,1.0,1.6261,0.8607,1.3978,-0.5344
4183,0.0,1.5849,0.3435,1.071,-0.0384
4184,0.0,2.0466,-1.3323,2.2276,-0.3673
4185,0.0,-0.0005,0.6693,-0.4706,-0.7932
4186,0.0,-0.2677,-1.1053,0.4901,-1.4083
4187,0.0,-1.3326,0.3704,-1.4855,1.7847
4188,1.0,-1.6451,-1.5399,-0.3488,-0.0237
4189,1.0,0.8999,0.9199,-1.9218,-1.1143
4190,0.0,-1.6565,0.7533,-1.3769,-0.8649
4191,0.0,-4.178,-0.7506,-0.2272,-2.5256
4192,1.0,-1.0351,0.5927,-1.3224,0.5655
4193,1.0,2.3708,-0.939,1.0991,0.0964
4194,1.0,-0.2949,-0.3099,-0.5676,-1.3529
4195,0.0,-2.4446,-0.9752,0.4855,-2.08
4196,0.0,1.8962,0.4847,0.505,0.5665
4197,0.0,-0.3793,-0.0697,-0.0229,0.3169
4198,1.0,2.1744,-0.3865,1.7486,1.5432
4199,0.0,0.1465,-0.6483,0.6075,0.574
4200,0.0,-3.0132,-1.4108,-0.7835,-0.1279
4201,1.0,0.9816,2.2519,-1.4097,0.0031
4202,0.0,0.3633,1.0431,0.3258,-1.056
4203,1.0,0.1257,-0.2563,-0.8144,-1.1856
4204,0.0,0.258,0.2243,-2.0325,1.3766
4205,0.0,-1.9514,-0.9875,-0.9594,0.0972
4206,1.0,3.9298,0.6808,0.0676,2.2987
4207,0.0,-0.1577,0.451,0.9436,-0.743
4208,0.0,1.162,0.9574,-0.2276,-1.4515
4209,0.0,0.9326,-0.6092,1.2611,-0.6465
4210,1.0,1.9274,-0.0437,0.929,0.1584
4211,0.0,-1.8392,0.4196,-1.9079,-0.7855
4212,0.0,0.359,-0.5094,-0.2919,-1.0603
4213,1.0,0.0233,1.0241,-1.361,0.2814
4214,0.0,-1.9423,-0.1487,-0.341,-1.3896
4215,1.0,-0.7852,-0.449,0.3358,-1.6304
4216,0.0,3.1408,-0.7397,1.7767,0.4928
4217,0.0,0.7255,0.2327,1.7261,-0.0475
4218,1.0,0.4526,0.6341,-0.7153,-0.9125
4219,0.0,-0.8991,0.0362,-1.2239,-1.8992
4220,1.0,0.744,0.1612,0.6674,2.3674
4221,0.0,0.1972,0.9896,0.869,3.6793
4222,0.0,-2.8471,-1.0418,-1.3735,0.5559
4223,0.0,-0.2096,0.1358,0.6299,-0.4054
4224,0.0,-4.3849,-1.0219,-3.7841,-4.2899
4225,1.0,0.5039,-0.0339,-1.3782,1.281
4226,0.0,0.5479,-0.0507,-0.7465,0.414
4227,0.0,2.8763,2.2743,0.6328,2.9298
4228,0.0,0.9157,0.0798,0.8456,1.4309
4229,0.0,-3.2936,-1.0053,-0.6396,-1.0873
4230,0.0,-1.7103,-0.4401,-0.1746,-0.4394
4231,1.0,1.7025,-1.2144,0.0305,1.3019
4232,1.0,1.954,-0.4656,-1.0814,2.2435
4233,1.0,1.5857,0.9914,0.9777,0.1734
4234,0.0,-1.2063,0.9645,-1.9203,-0.8809
4235,1.0,2.8014,-1.4906,0.4502,1.5859
4236,0.0,1.4249,-0.1138,-0.0177,-0.2353
4237,1.0,1.6193,0.2804,-0.6898,0.4079
4238,1.0,-1.4038,-0.3593,-0.4294,-1.3942
4239,0.0,1.746,1.3566,1.1705,2.2313
4240,0.0,0.7788,0.6895,0.056,-2.6723
4241,0.0,-0.9909,-0.1755,0.0705,-1.2988
4242,0.0,0.1355,-0.771,1.0681,0.6824
4243,1.0,0.6334,0.1132,0.2448,1.4553
4244,1.0,3.6291,-0.2719,3.0456,2.584
4245,0.0,3.2337,0.0249,2.0463,0.641
4246,1.0,2.0977,-0.4716,1.7193,2.021
4247,1.0,1.0113,-0.7747,-1.4106,-0.0391
4248,1.0,3.0295,0.3872,0.7264,1.9536
4249,1.0,0.9686,-0.2631,0.5313,1.0769
4250,0.0,-1.6666,-0.2566,-2.4195,0.2601
4251,1.0,-0.9199,0.5049,-0.6833,-0.2931
4252,1.0,3.8963,0.5535,0.0331,1.0566
4253,0.0,0.0643,0.0652,0.7869,0.9122
4254,1.0,2.4532,0.8993,-0.1729,-1.929
4255,0.0,1.2908,-1.1356,2.5144,1.4163
4256,1.0,0.831,-0.8852,2.3853,1.9894
4257,0.0,-0.6321,1.2229,-2.1044,-0.1746
4258,1.0,3.1051,-0.7177,2.7387,2.9263
4259,0.0,0.6269,-0.1054,-2.391,-1.2594
4260,1.0,0.4774,0.7662,0.2877,-0.8631
4261,1.0,5.4526,-0.6713,4.6437,3.0476
4262,0.0,-0.6494,-0.4573,0.4419,-1.6534
4263,1.0,4.1084,0.4121,1.3989,2.6838
4264,0.0,-0.0577,1.4659,-0.7957,-0.6043
4265,1.0,2.5911,0.8083,0.4207,-1.5997
4266,0.0,-2.314,1.3796,-1.6572,-1.7323
4267,1.0,3.1506,-0.5949,1.8867,0.0367
4268,0.0,-0.5954,1.7503,-1.0227,1.6443
4269,1.0,2.3783,1.3306,-2.1316,0.0275
4270,0.0,-2.0957,-0.7991,0.1259,-0.4641
4271,1.0,0.3205,0.3943,0.8983,0.8387
4272,1.0,1.6311,0.8587,-1.0178,-0.2382
4273,1.0,0.8817,-0.6574,-1.5977,-0.5902
4274,0.0,-0.6114,0.7242,-1.1793,-0.9417
4275,0.0,0.0144,-0.7253,-1.5076,-1.1009
4276,1.0,-0.0329,-0.48,1.3752,0.2382
4277,0.0,-4.3775,-0.5615,-1.2478,-2.6448
4278,1.0,1.4763,-0.5522,0.7009,-1.6325
4279,0.0,-1.6175,-1.7921,0.9291,-0.2642
4280,0.0,-1.94,0.5221,0.5295,-0.009
4281,1.0,0.1557,0.2356,1.1975,0.4569
4282,0.0,1.0186,1.1463,-0.9409,1.4319
4283,1.0,1.6891,1.405,0.8798,0.4592
4284,1.0,2.5443,0.8126,1.266,1.2006
4285,0.0,0.9592,1.1104,0.3823,-0.322
4286,0.0,-0.9888,-1.6037,-1.0859,-0.3019
4287,0.0,-1.9025,-0.4543,-1.568,0.1895
4288,1.0,1.3963,0.5457,0.7931,0.7201
4289,1.0,1.9564,0.8768,-1.2325,-0.898
4290,1.0,3.3991,-0.3604,-0.1394,2.8688
4291,1.0,2.1745,0.4688,0.3044,-1.1584
4292,1.0,4.5568,0.8147,1.2617,0.3819
4293,0.0,0.7141,-1.3048,1.2261,1.7504
4294,0.0,1.2302,2.3539,-0.4678,-0.9211
4295,0.0,-0.4891,-0.8459,0.1877,-0.0945
4296,0.0,2.0391,1.6674,0.4737,-0.6468
4297,1.0,0.8381,-1.3255,0.1064,-0.6825
4298,1.0,2.1768,-0.1075,0.5573,0.3241
4299,0.0,-1.0496,-0.056,0.2301,0.8143
4300,1.0,2.6732,0.1347,1.655,1.8303
4301,0.0,0.4695,-0.8625,0.311,1.4255
4302,0.0,-3.8082,0.304,-3.4297,-1.733
4303,1.0,2.2805,0.7138,1.568,0.5601
4304,1.0,-1.1702,0.3283,-1.2612,-0.9942
4305,0.0,-0.3165,-0.2365,-1.1947,0.094
4306,1.0,-3.0345,-1.1992,-1.6643,-0.6999
4307,0.0,-0.5928,0.1576,0.2619,0.5151
4308,1.0,2.2511,1.0018,-0.9995,-0.829
4309,0.0,-0.6506,0.6776,-1.3472,-0.868
4310,0.0,-1.5807,-0.5073,-3.1469,-1.9268
4311,0.0,-1.2927,-0.9684,-2.5202,-1.1653
4312,1.0,1.6284,-0.7649,0.3467,0.3775
4313,1.0,-0.0405,0.4459,-0.1261,0.4862
4314,1.0,2.8605,-1.019,0.6928,0.0682
4315,0.0,0.4924,0.6512,-0.7995,-0.8218
4316,0.0,-0.2915,-0.0119,-0.3442,0.2577
4317,1.0,2.3152,-2.1068,3.6416,2.2481
4318,1.0,2.3915,-1.0863,3.3699,3.1552
4319,0.0,-1.3437,-0.5441,0.4993,0.54
4320,0.0,-1.2528,0.0921,0.7003,-0.9421
4321,1.0,-1.2005,-0.6024,-0.2115,-1.9983
4322,0.0,-3.5021,-0.954,-3.2485,-2.9573
4323,1.0,0.5279,0.284,0.2482,0.7794
4324,1.0,0.5704,0.6079,0.3198,0.2049
4325,0.0,0.7708,0.6184,0.0328,2.0031
4326,1.0,3.1625,0.505,0.7197,-0.0776
4327,1.0,2.9211,0.6474,1.5231,0.8228
4328,0.0,-2.3654,-1.7672,-0.1203,2.8588
4329,1.0,1.4818,0.7518,0.2077,0.1964
4330,1.0,3.895,0.487,-0.0793,0.9838
4331,0.0,2.3699,2.3417,-0.3188,-2.1811
4332,1.0,-2.2668,-2.7181,0.4356,-0.8191
4333,1.0,3.8113,0.6394,2.4326,-0.0807
4334,1.0,2.8779,1.4216,0.7693,-0.5197
4335,1.0,0.2577,0.6383,-0.8617,-1.1714
4336,0.0,-1.9559,-0.2016,-2.8918,-1.142
4337,0.0,-1.5794,0.4424,1.0632,-1.5503
4338,0.0,-1.6229,0.1886,-0.5605,-0.0087
4339,0.0,0.1813,0.2975,0.7411,-0.5564
4340,0.0,-2.1928,-1.3135,-0.0019,-0.8084
4341,1.0,0.5982,0.4521,-0.7532,-1.5591
4342,0.0,-2.2193,0.1306,-0.3962,0.0846
4343,0.0,1.5349,0.2877,-0.3178,-0.9935
4344,1.0,0.8026,0.5282,0.6903,0.5164
4345,1.0,3.4336,1.937,-0.733,0.5339
4346,0.0,-3.4106,-1.9953,-2.7897,-4.4199
4347,0.0,0.2908,-0.34,-0.2577,0.7444
4348,1.0,3.8873,-0.0637,1.5093,1.3966
4349,1.0,2.1021,0.0538,0.515,0.448
4350,1.0,-2.4409,-1.434,-0.5774,0.1505
4351,1.0,4.7024,1.6796,1.3557,2.5879
4352,0.0,1.179,-0.1939,1.1574,2.4319
4353,0.0,-3.4967,0.4388,-2.745,-3.1085
4354,1.0,2.1588,1.5148,-1.5356,-1.1185
4355,1.0,2.2136,-1.0679,1.4454,3.7966
4356,1.0,-1.7655,-0.1965,-0.6427,-0.9799
4357,0.0,1.3394,-0.1652,1.0114,2.0673
4358,1.0,1.6619,0.0316,1.7994,1.1256
4359,0.0,-0.847,0.3079,-2.0787,-1.5833
4360,1.0,2.6698,1.4954,-0.7984,0.7935
4361,0.0,-1.6217,0.4061,0.411,0.3018
4362,0.0,-4.08,0.985,-2.8228,-3.7445
4363,0.0,-2.3028,-1.4724,-0.9402,-0.74
4364,1.0,1.885,0.1368,0.2782,1.1199
4365,0.0,-2.6085,-0.3643,-1.0365,-1.3017
4366,0.0,0.2258,0.124,-1.5386,-1.3914
4367,1.0,1.8317,0.6043,1.3909,0.3886
4368,0.0,0.0637,1.372,-1.3777,-0.385
4369,1.0,0.9547,-0.4326,-0.929,2.4908
4370,1.0,-0.3559,-0.6961,-0.704,-0.7825
4371,1.0,2.3401,1.0511,1.2671,-0.2094
4372,0.0,0.2428,2.6711,-2.9593,-2.3545
4373,1.0,3.0142,0.5036,0.4442,0.8054
4374,0.0,-1.5598,-0.3847,0.0935,-1.0203
4375,1.0,2.0818,-1.9326,1.0057,0.6464
4376,1.0,3.8644,0.7758,0.0475,1.0697
4377,0.0,-0.6864,-0.7506,-0.65,-0.7872
4378,0.0,-0.2959,0.5155,-2.2867,-0.0234
4379,1.0,1.1398,0.3699,-0.7649,0.5305
4380,0.0,-4.5127,-2.2037,-1.1231,-2.9596
4381,1.0,1.4842,-0.6796,-0.1187,1.5035
4382,1.0,3.2666,-1.1685,2.0742,0.8947
4383,1.0,-0.2188,-0.5206,-0.61,0.0646
4384,0.0,-0.4167,1.1002,-4.1465,0.3105
4385,1.0,-1.3206,0.0173,-0.6491,-0.6308
4386,1.0,1.7764,-0.2848,2.0802,-0.5655
4387,0.0,-2.5613,0.6507,-1.0449,-1.0656
4388,1.0,-1.7205,-2.2891,-0.8448,0.334
4389,0.0,-0.362,0.1697,-1.5668,-2.1218
4390,0.0,-0.6004,-0.3132,0.9745,0.3311
4391,0.0,0.8998,0.5261,-0.0805,-0.0488
4392,1.0,1.0345,0.634,-1.3585,1.1556
4393,0.0,-1.9262,0.3753,-2.0551,-1.769
4394,1.0,-0.2864,-0.934,-0.2913,-2.8449
4395,1.0,1.0938,-0.6877,1.4827,1.7645
4396,0.0,0.2196,0.5324,1.0486,-0.2024
4397,0.0,-0.4532,-0.013,-1.8728,-0.7788
4398,1.0,0.1485,1.1766,-0.1247,-0.7854
4399,1.0,1.3674,-0.4585,0.5911,-0.5427
4400,0.0,-0.3388,-0.0234,-2.9747,-1.5607
4401,0.0,0.7349,-0.0878,-1.7996,1.609
4402,1.0,5.1404,1.8416,1.4311,0.1608
4403,0.0,1.1503,-0.1715,-0.3844,1.1664
4404,0.0,-0.927,1.1238,-1.9703,-3.2206
4405,0.0,-0.4073,-0.8372,2.7012,1.4813
4406,0.0,-3.2745,-0.4779,-1.4248,-0.0402
4407,0.0,-0.1653,0.4927,-1.2276,-1.8223
4408,0.0,-2.506,-2.7747,-0.4204,0.0356
4409,1.0,2.5729,0.3311,-1.9071,-0.9769
4410,0.0,0.7515,-1.495,0.459,1.027
4411,1.0,3.1184,-0.6221,3.0762,2.1246
4412,0.0,-1.0683,-1.1806,-1.6889,-0.5153
4413,1.0,1.72,0.1234,-0.3799,0.4839
4414,1.0,0.2898,0.2591,-1.2182,-0.4462
4415,1.0,0.7034,-0.4524,1.338,1.0671
4416,1.0,-2.6329,-0.0533,1.3992,-0.5244
4417,0.0,-0.4916,-0.7564,-1.1324,-0.5905
4418,0.0,-0.0899,0.401,0.6066,0.0591
4419,1.0,1.1449,2.4402,2.5037,1.6543
4420,1.0,1.5495,0.2418,0.3101,0.6909
4421,0.0,-2.9899,-0.9874,-0.4028,-0.9742
4422,1.0,-1.495,0.2975,2.2831,0.7639
4423,1.0,1.3503,0.7846,0.1713,0.2986
4424,1.0,0.6108,0.4584,-1.0104,-3.0739
4425,0.0,-1.9439,-0.0447,-1.9261,-2.5096
4426,0.0,0.941,0.5726,-1.3025,0.8932
4427,0.0,-3.5072,-1.6464,0.5686,-1.0233
4428,0.0,-1.2819,0.1763,-2.4906,-0.8262
4429,0.0,-4.0534,-0.4336,-2.6006,-2.4997
4430,1.0,0.0832,-0.5715,1.7927,0.4442
4431,0.0,-0.0968,0.7921,-1.4746,0.6772
4432,1.0,3.2795,0.9719,0.9325,1.2239
4433,1.0,1.2632,0.5017,1.0485,1.1208
4434,0.0,1.4888,-0.1513,1.0723,0.1121
4435,0.0,0.9384,-1.2472,1.9741,-0.1035
4436,0.0,2.3914,0.5177,1.636,1.2668
4437,0.0,0.0058,-1.0195,0.4933,1.41
4438,1.0,2.3814,1.1618,-2.0626,0.33
4439,1.0,2.2491,0.8342,2.8141,2.3211
4440,0.0,0.0101,-0.3828,1.0325,2.0151
4441,1.0,4.947,-0.5067,2.763,1.8374
4442,0.0,-0.5655,-0.6062,0.378,0.5863
4443,1.0,0.8864,0.7808,-3.2929,-0.3518
4444,0.0,-4.4173,-2.3464,-1.4689,-4.3294
4445,0.0,0.2592,0.3703,-0.6865,-1.6951
4446,0.0,-0.4364,0.0545,0.1731,-0.6832
4447,1.0,-0.7395,-1.4321,1.112,-1.0824
4448,1.0,1.8911,0.8981,-0.0235,0.7403
4449,0.0,-1.3284,-0.6264,-2.329,-2.0421
4450,1.0,2.6838,-0.5566,2.1166,2.1089
4451,0.0,0.23,-1.09,3.2645,0.2394
4452,0.0,-0.4955,-0.0669,-0.814,-1.0793
4453,1.0,1.9268,-0.5063,2.5583,1.0498
4454,0.0,0.1078,0.5268,0.1149,-0.9558
4455,0.0,-2.4902,-1.0206,-1.3083,-1.3735
4456,1.0,-0.1992,0.0114,-0.7069,-1.6888
4457,1.0,-0.3334,-0.5998,-0.7801,0.7883
4458,1.0,3.1461,0.2272,-0.2374,0.5095
4459,0.0,-0.9806,-0.1658,-0.7491,-2.8876
4460,0.0,0.3309,-0.9134,-0.6375,-0.1607
4461,0.0,-1.5359,-1.0678,-1.7108,0.405
4462,1.0,1.762,2.5624,-0.6475,-1.6108
4463,0.0,0.4951,-0.7506,0.5336,0.7156
4464,0.0,-0.5914,0.3717,-1.2764,-0.5651
4465,1.0,0.3965,-0.0282,-1.4765,0.9602
4466,0.0,0.0785,1.4843,-1.1986,-1.0257
4467,1.0,3.4672,-0.7171,0.8327,2.0305
4468,0.0,-3.1108,-1.0276,-2.8873,-2.7134
4469,1.0,2.3983,1.1956,1.7004,0.3548
4470,1.0,2.212,1.1194,1.79,1.329
4471,0.0,1.1114,0.3272,0.8525,-0.0162
4472,0.0,-0.6758,1.4305,-0.5634,-0.4946
4473,1.0,1.7624,0.2239,1.441,-1.4615
4474,1.0,3.5873,2.9678,0.3984,-0.9804
4475,1.0,-0.8691,0.8322,-0.0314,1.2599
4476,0.0,0.8708,1.4747,-0.4588,-0.2811
4477,1.0,0.7976,-1.0495,-1.26,0.9844
4478,0.0,-0.2401,1.7616,-3.3965,-0.9196
4479,0.0,-1.0561,-0.1988,-0.6772,2.1068
4480,1.0,0.4932,-1.9528,1.0369,2.2109
4481,0.0,-3.3411,-1.2671,-0.1645,-3.3733
4482,1.0,1.7317,0.1272,3.5609,4.3312
4483,0.0,-0.4213,-0.1048,-1.3023,1.3063
4484,0.0,-2.2346,-0.7759,-1.0235,-1.5874
4485,1.0,2.1651,2.9256,0.7948,0.8004
4486,0.0,-2.7537,-0.2549,-0.2354,-0.0122
4487,1.0,1.1781,-1.0235,0.6153,0.922
4488,1.0,-0.9225,0.1679,-0.8712,-0.6341
4489,1.0,3.5094,-0.0822,1.9877,0.8248
4490,1.0,2.6785,1.8655,-0.8023,2.4465
4491,0.0,-1.3978,0.1461,-1.5062,-2.3502
4492,0.0,-2.7542,-0.1666,-0.7956,-1.5834
4493,0.0,-0.1916,0.5109,-0.0595,0.1374
4494,1.0,-0.0317,-0.6923,0.285,-1.1122
4495,0.0,-2.4891,-1.0087,-2.7225,-1.5164
4496,0.0,-1.9034,0.273,-0.8192,-1.8795
4497,0.0,3.7295,2.3499,0.8834,1.6659
4498,0.0,0.4517,1.1581,-0.6307,-2.7502
4499,0.0,2.1316,-0.0142,0.5864,1.4116
4500,0.0,0.6498,-0.0806,1.8219,-0.7776
4501,0.0,-1.0908,-0.9967,0.2027,-1.5937
4502,1.0,1.7404,0.2605,-1.2163,-1.3507
4503,1.0,2.7185,2.4431,-1.3614,0.6178
4504,1.0,4.59,-0.4525,1.8368,0.5786
4505,1.0,0.7817,0.2845,-0.3386,0.8752
4506,0.0,-0.1545,-0.1262,-0.7704,-2.1124
4507,0.0,-2.1772,-0.4909,0.0449,-1.06
4508,1.0,3.1406,1.8998,1.5447,0.3758
4509,1.0,-0.8956,-0.8981,0.0061,-0.0596
4510,0.0,1.1993,-0.434,-0.6723,0.3597
4511,0.0,-4.2195,-1.1182,-3.714,-1.8801
4512,0.0,-3.0523,-0.8516,-0.7914,-1.9771
4513,0.0,-0.0524,-0.6149,3.4965,3.0729
4514,1.0,3.1329,0.6536,1.3182,1.2801
4515,0.0,-0.4298,-0.6697,-0.7426,-0.1137
4516,0.0,-1.4571,0.1876,-0.4165,-0.5741
4517,1.0,1.4162,-2.0169,0.1438,2.5663
4518,0.0,-1.8372,-0.5464,-1.3133,-0.0904
4519,1.0,-1.711,-0.2818,-1.284,-2.6437
4520,1.0,0.6754,1.9396,-3.3799,-2.51
4521,0.0,-1.1865,-0.0749,-1.6814,-0.6307
4522,0.0,-0.0085,2.0021,-1.2106,0.8133
4523,1.0,3.3139,1.2713,2.7227,0.5706
4524,1.0,2.1137,0.3088,1.4559,-0.1293
4525,0.0,-2.8329,-1.0672,-1.3658,-0.4843
4526,0.0,-0.367,-0.5999,-2.288,-0.3728
4527,0.0,-1.8637,0.1751,-1.1209,-3.449
4528,1.0,-0.573,-0.2039,-0.536,-0.075
4529,1.0,2.1265,-1.3387,0.0371,-0.2014
4530,0.0,-0.9697,1.4525,-0.3224,-0.4923
4531,0.0,-1.072,-0.269,0.0133,-0.0144
4532,0.0,-2.89,-1.3886,-0.848,-1.9505
4533,0.0,2.4418,-1.2161,0.652,2.425
4534,1.0,3.3611,-0.1944,3.0376,2.33
4535,0.0,-2.5677,0.2411,-5.5109,-4.259
4536,1.0,-1.8213,-1.2392,-0.4489,-0.8659
4537,1.0,2.2875,-0.431,1.1042,0.6556
4538,1.0,2.115,1.7299,0.4035,0.0004
4539,0.0,-4.1944,0.179,-1.3685,-3.6531
4540,0.0,0.5507,0.4753,1.1567,0.9344
4541,1.0,2.3279,2.0394,-0.4567,-0.0434
4542,1.0,1.7584,0.0373,1.323,3.271
4543,0.0,-2.0463,-1.1155,-2.0276,-2.0839
4544,1.0,0.3217,-1.4611,0.4647,-1.4468
4545,1.0,1.7138,1.1617,0.1395,0.0365
4546,1.0,-0.9002,-0.5258,-1.7757,-1.0245
4547,1.0,1.2711,0.023,1.6649,0.4326
4548,0.0,-3.5274,-1.6544,-0.608,-0.8917
4549,0.0,0.9461,0.2221,-1.4903,-1.0597
4550,0.0,0.0238,-0.1701,-4.027,-0.0361
4551,1.0,0.9309,0.6757,0.1005,-1.1975
4552,1.0,-0.351,-0.4437,-2.4724,1.0823
4553,1.0,2.6397,0.1835,1.7117,3.7737
4554,1.0,1.7985,-0.2549,2.1183,0.6898
4555,0.0,-0.7722,-0.2317,-0.4646,-2.0837
4556,0.0,0.2565,-1.0224,2.1481,1.0627
4557,0.0,-2.1068,-0.9361,-1.6387,-2.5007
4558,0.0,-1.389,-0.5132,-0.2612,-0.2195
4559,1.0,2.6818,0.751,1.1985,1.0392
4560,0.0,-0.4448,-0.6278,-1.0315,-1.1784
4561,0.0,-1.4898,-0.5195,-1.8715,-0.464
4562,0.0,-2.3848,-0.422,-2.0886,-1.1831
4563,0.0,0.6696,-0.4474,1.6427,2.2861
4564,1.0,4.5913,0.8051,1.4693,1.6735
4565,1.0,1.0469,-0.6464,0.0864,-1.7285
4566,1.0,3.5525,-0.0628,1.8593,-0.12
4567,0.0,-0.6503,1.9429,-2.4288,-1.4242
4568,1.0,1.362,0.0459,0.2642,-1.2908
4569,1.0,3.2616,-1.4439,0.4887,1.2895
4570,1.0,1.6059,0.0011,0.5193,0.7314
4571,1.0,1.4802,0.2291,-0.0203,-2.6774
4572,0.0,-1.4852,-0.9553,-0.8223,2.0791
4573,1.0,3.3024,-0.377,0.024,3.315
4574,1.0,3.4471,-1.6164,1.092,1.3016
4575,1.0,2.3508,0.387,0.3713,0.9379
4576,0.0,-2.5639,-0.9078,-1.8174,-1.7833
4577,1.0,0.6385,0.8637,2.0416,-0.5899
4578,1.0,0.6994,-0.4554,0.2129,-0.1429
4579,0.0,0.3888,0.8499,-1.8325,-0.6121
4580,1.0,1.0468,0.0084,-0.0675,0.1534
4581,0.0,0.8034,0.094,-1.033,0.9584
4582,1.0,0.5424,-1.2511,1.4165,0.0611
4583,1.0,-1.6451,-1.0685,-1.1971,0.061
4584,1.0,3.9014,-0.2499,-0.7342,1.434
4585,1.0,2.0864,0.9096,-1.5392,0.8569
4586,1.0,0.7774,-0.8483,1.1382,3.2349
4587,0.0,-4.2401,-0.4611,-2.0908,-1.0765
4588,1.0,0.6182,-0.6228,1.0199,0.6505
4589,0.0,0.3053,0.5244,-0.5971,-1.1332
4590,1.0,0.9527,0.2771,-0.5538,2.0356
4591,0.0,-1.1737,0.0732,0.1067,0.0757
4592,1.0,0.9866,-1.9884,3.3438,1.3425
4593,0.0,-1.4246,-0.9059,-1.5523,0.5572
4594,0.0,-1.3126,0.2807,-2.0936,-3.0079
4595,0.0,-0.525,-1.1923,-0.7348,-1.3028
4596,0.0,-0.986,-0.4539,1.303,-0.9064
4597,0.0,-0.9509,-0.2186,-2.0119,-1.5319
4598,0.0,-0.9131,0.196,0.8405,-0.8766
4599,1.0,3.0648,-0.3258,0.2174,2.5793
4600,0.0,0.5537,-1.2711,0.4748,1.7771
4601,1.0,3.8027,-1.0253,0.6475,2.1223
4602,0.0,-1.0446,0.4146,-0.3735,-0.2669
4603,1.0,-0.7345,-1.251,1.0836,1.4619
4604,0.0,-1.9913,0.2951,-0.7552,-1.0314
4605,1.0,0.7978,-0.7619,-1.6995,0.9678
4606,0.0,-1.4368,-0.6988,-0.9522,-0.0892
4607,1.0,1.9861,1.3607,0.989,1.6609
4608,0.0,-2.0647,1.2363,-2.9907,-3.6844
